period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units
2025-12,90,Pacific,94,Independent Power Producers,REN,renewable,2986.218,thousand physical units,26.08129,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,RFO,residual fuel oil,165.974,thousand short tons,1.03618,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,SPV,solar photovoltaic,0,thousand physical units,8.94125,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,STH,solar thermal,0,thousand physical units,.80832,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,SUB,subbituminous coal,69.239,thousand short tons,1.16304,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,SUN,solar,0,thousand physical units,9.74958,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,WAS,renewable waste products,0,thousand physical units,1.64179,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,WND,wind,0,thousand physical units,8.75946,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,WNT,onshore wind turbine,0,thousand physical units,8.75946,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,WOO,waste oil and other oils,11.76198,thousand barrels,.05742,million MMBtu
2025-12,90,Pacific,94,Independent Power Producers,WWW,wood and wood wastes,0,thousand physical units,2.34635,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,ALL,all fuels,0,thousand physical units,1.19849,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,AOR,all renewables,0,thousand physical units,.00039,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,FOS,fossil fuels,0,thousand physical units,1.1981,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,NG,natural gas,1107.505,thousand Mcf,1.1456,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,NGO,natural gas & other gases,1153.963,thousand Mcf,1.1981,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,OOG,other gases,46.458,thousand Mcf,.0525,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,REN,renewable,0,thousand physical units,.00039,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,SPV,solar photovoltaic,0,thousand physical units,.00039,million MMBtu
2025-12,90,Pacific,95,Coal Consumption,SUN,solar,0,thousand physical units,.00039,million MMBtu
2025-12,90,Pacific,96,All Commercial,ALL,all fuels,0,thousand physical units,2.14845,million MMBtu
2025-12,90,Pacific,96,All Commercial,AOR,all renewables,0,thousand physical units,.9457,million MMBtu
2025-12,90,Pacific,96,All Commercial,BIO,biomass,1483.71,thousand physical units,.90836,million MMBtu
2025-12,90,Pacific,96,All Commercial,COL,"coal, excluding waste coal",,thousand short tons,,million MMBtu
2025-12,90,Pacific,96,All Commercial,COW,all coal products,,thousand short tons,,million MMBtu
2025-12,90,Pacific,96,All Commercial,DFO,distillate fuel oil,1.792,thousand short tons,.01029,million MMBtu
2025-12,90,Pacific,96,All Commercial,FOS,fossil fuels,0,thousand physical units,.82925,million MMBtu
2025-12,90,Pacific,96,All Commercial,HYC,conventional hydroelectric,0,thousand physical units,.09102,million MMBtu
2025-12,90,Pacific,96,All Commercial,LFG,landfill gas,970.3,thousand physical units,.37611,million MMBtu
2025-12,90,Pacific,96,All Commercial,MLG,municiapl landfill gas,0,thousand physical units,.60716,million MMBtu
2025-12,90,Pacific,96,All Commercial,MSB,biogenic municipal solid waste,29.828,thousand physical units,.23105,million MMBtu
2025-12,90,Pacific,96,All Commercial,NG,natural gas,733.029,thousand Mcf,.76042,million MMBtu
2025-12,90,Pacific,96,All Commercial,NGO,natural gas & other gases,733.029,thousand Mcf,.76042,million MMBtu
2025-12,90,Pacific,96,All Commercial,OB2,biomass,483.582,thousand physical units,.30121,million MMBtu
2025-12,90,Pacific,96,All Commercial,OBW,biomass,513.41,thousand physical units,.53225,million MMBtu
2025-12,90,Pacific,96,All Commercial,ORW,other renewables,0,thousand physical units,.30121,million MMBtu
2025-12,90,Pacific,96,All Commercial,OTH,other,19.091,thousand physical units,.28248,million MMBtu
2025-12,90,Pacific,96,All Commercial,PEL,petroleum liquids,1.792,thousand barrels,.01029,million MMBtu
2025-12,90,Pacific,96,All Commercial,PET,petroleum,1.792,thousand barrels,.01029,million MMBtu
2025-12,90,Pacific,96,All Commercial,REN,renewable,1483.71,thousand physical units,1.03672,million MMBtu
2025-12,90,Pacific,96,All Commercial,SPV,solar photovoltaic,0,thousand physical units,.0353,million MMBtu
2025-12,90,Pacific,96,All Commercial,SUB,subbituminous coal,,thousand short tons,,million MMBtu
2025-12,90,Pacific,96,All Commercial,SUN,solar,0,thousand physical units,.0353,million MMBtu
2025-12,90,Pacific,96,All Commercial,WAS,renewable waste products,0,thousand physical units,.90836,million MMBtu
2025-12,90,Pacific,96,All Commercial,WND,wind,0,thousand physical units,.00204,million MMBtu
2025-12,90,Pacific,96,All Commercial,WNT,onshore wind turbine,0,thousand physical units,.00204,million MMBtu
2025-12,90,Pacific,96,All Commercial,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,90,Pacific,96,All Commercial,WWW,wood and wood wastes,0,thousand physical units,0,million MMBtu
2025-12,90,Pacific,97,All Industrial,ALL,all fuels,0,thousand physical units,7.91112,million MMBtu
2025-12,90,Pacific,97,All Industrial,AOR,all renewables,0,thousand physical units,1.60022,million MMBtu
2025-12,90,Pacific,97,All Industrial,BIO,biomass,130.844,thousand physical units,1.51504,million MMBtu
2025-12,90,Pacific,97,All Industrial,BIS,bituminous coal and synthetic coal,3.994,thousand short tons,.09423,million MMBtu
2025-12,90,Pacific,97,All Industrial,BIT,bituminous coal,3.994,thousand short tons,.09423,million MMBtu
2025-12,90,Pacific,97,All Industrial,COL,"coal, excluding waste coal",4.342,thousand short tons,.10063,million MMBtu
2025-12,90,Pacific,97,All Industrial,COW,all coal products,4.342,thousand short tons,.10063,million MMBtu
2025-12,90,Pacific,97,All Industrial,DFO,distillate fuel oil,5.207,thousand short tons,.02925,million MMBtu
2025-12,90,Pacific,97,All Industrial,FOS,fossil fuels,0,thousand physical units,6.20117,million MMBtu
2025-12,90,Pacific,97,All Industrial,HYC,conventional hydroelectric,0,thousand physical units,.02308,million MMBtu
2025-12,90,Pacific,97,All Industrial,LFG,landfill gas,0,thousand physical units,0,million MMBtu
2025-12,90,Pacific,97,All Industrial,MLG,municiapl landfill gas,0,thousand physical units,0,million MMBtu
2025-12,90,Pacific,97,All Industrial,NG,natural gas,5230.472,thousand Mcf,5.41381,million MMBtu
2025-12,90,Pacific,97,All Industrial,NGO,natural gas & other gases,5744.929,thousand Mcf,6.00665,million MMBtu
2025-12,90,Pacific,97,All Industrial,OB2,biomass,19.312,thousand physical units,.0173,million MMBtu
2025-12,90,Pacific,97,All Industrial,OBW,biomass,19.312,thousand physical units,.0173,million MMBtu
2025-12,90,Pacific,97,All Industrial,OOG,other gases,514.457,thousand Mcf,.59285,million MMBtu
2025-12,90,Pacific,97,All Industrial,ORW,other renewables,0,thousand physical units,.0173,million MMBtu
2025-12,90,Pacific,97,All Industrial,OTH,other,0,thousand physical units,.08664,million MMBtu
2025-12,90,Pacific,97,All Industrial,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,97,All Industrial,PEL,petroleum liquids,18.888,thousand barrels,.09389,million MMBtu
2025-12,90,Pacific,97,All Industrial,PET,petroleum,18.888,thousand barrels,.09389,million MMBtu
2025-12,90,Pacific,97,All Industrial,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,97,All Industrial,REN,renewable,130.844,thousand physical units,1.62331,million MMBtu
2025-12,90,Pacific,97,All Industrial,RFO,residual fuel oil,.203,thousand short tons,.00118,million MMBtu
2025-12,90,Pacific,97,All Industrial,SPV,solar photovoltaic,0,thousand physical units,.0617,million MMBtu
2025-12,90,Pacific,97,All Industrial,SUB,subbituminous coal,.348,thousand short tons,.0064,million MMBtu
2025-12,90,Pacific,97,All Industrial,SUN,solar,0,thousand physical units,.0617,million MMBtu
2025-12,90,Pacific,97,All Industrial,WAS,renewable waste products,0,thousand physical units,.0173,million MMBtu
2025-12,90,Pacific,97,All Industrial,WND,wind,0,thousand physical units,.02349,million MMBtu
2025-12,90,Pacific,97,All Industrial,WNT,onshore wind turbine,0,thousand physical units,.02349,million MMBtu
2025-12,90,Pacific,97,All Industrial,WOO,waste oil and other oils,13.478,thousand barrels,.06346,million MMBtu
2025-12,90,Pacific,97,All Industrial,WWW,wood and wood wastes,0,thousand physical units,1.49773,million MMBtu
2025-12,90,Pacific,98,Electric Power,ALL,all fuels,0,thousand physical units,170.74654,million MMBtu
2025-12,90,Pacific,98,Electric Power,AOR,all renewables,0,thousand physical units,28.4274,million MMBtu
2025-12,90,Pacific,98,Electric Power,BIO,biomass,3196.266,thousand physical units,4.55711,million MMBtu
2025-12,90,Pacific,98,Electric Power,BIS,bituminous coal and synthetic coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,BIT,bituminous coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,COL,"coal, excluding waste coal",116.575,thousand short tons,1.87178,million MMBtu
2025-12,90,Pacific,98,Electric Power,COW,all coal products,116.575,thousand short tons,1.87178,million MMBtu
2025-12,90,Pacific,98,Electric Power,DFO,distillate fuel oil,419.052,thousand short tons,2.3671,million MMBtu
2025-12,90,Pacific,98,Electric Power,FOS,fossil fuels,0,thousand physical units,71.39676,million MMBtu
2025-12,90,Pacific,98,Electric Power,GEO,geothermal,0,thousand physical units,3.21015,million MMBtu
2025-12,90,Pacific,98,Electric Power,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,HYC,conventional hydroelectric,0,thousand physical units,44.9389,million MMBtu
2025-12,90,Pacific,98,Electric Power,LFG,landfill gas,2615.237,thousand physical units,1.22055,million MMBtu
2025-12,90,Pacific,98,Electric Power,LIG,lignite coal,43.223,thousand short tons,.64705,million MMBtu
2025-12,90,Pacific,98,Electric Power,MLG,municiapl landfill gas,0,thousand physical units,1.33353,million MMBtu
2025-12,90,Pacific,98,Electric Power,MSB,biogenic municipal solid waste,14.727,thousand physical units,.11299,million MMBtu
2025-12,90,Pacific,98,Electric Power,NG,natural gas,58932.336,thousand Mcf,61.82366,million MMBtu
2025-12,90,Pacific,98,Electric Power,NGO,natural gas & other gases,58932.336,thousand Mcf,61.82366,million MMBtu
2025-12,90,Pacific,98,Electric Power,NUC,nuclear,0,thousand physical units,25.67511,million MMBtu
2025-12,90,Pacific,98,Electric Power,OB2,biomass,374.402,thousand physical units,.433,million MMBtu
2025-12,90,Pacific,98,Electric Power,OBW,biomass,389.129,thousand physical units,.54599,million MMBtu
2025-12,90,Pacific,98,Electric Power,OOG,other gases,0,thousand Mcf,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,ORW,other renewables,0,thousand physical units,.433,million MMBtu
2025-12,90,Pacific,98,Electric Power,OTH,other,1201.176,thousand physical units,.30837,million MMBtu
2025-12,90,Pacific,98,Electric Power,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,PEL,petroleum liquids,1300.95767,thousand barrels,7.70132,million MMBtu
2025-12,90,Pacific,98,Electric Power,PET,petroleum,1300.95767,thousand barrels,7.70132,million MMBtu
2025-12,90,Pacific,98,Electric Power,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,REN,renewable,3196.266,thousand physical units,73.3663,million MMBtu
2025-12,90,Pacific,98,Electric Power,RFO,residual fuel oil,794.203,thousand short tons,4.95039,million MMBtu
2025-12,90,Pacific,98,Electric Power,SPV,solar photovoltaic,0,thousand physical units,9.02192,million MMBtu
2025-12,90,Pacific,98,Electric Power,STH,solar thermal,0,thousand physical units,.80832,million MMBtu
2025-12,90,Pacific,98,Electric Power,SUB,subbituminous coal,73.352,thousand short tons,1.22473,million MMBtu
2025-12,90,Pacific,98,Electric Power,SUN,solar,0,thousand physical units,9.83024,million MMBtu
2025-12,90,Pacific,98,Electric Power,WAS,renewable waste products,0,thousand physical units,1.76653,million MMBtu
2025-12,90,Pacific,98,Electric Power,WND,wind,0,thousand physical units,10.8299,million MMBtu
2025-12,90,Pacific,98,Electric Power,WNT,onshore wind turbine,0,thousand physical units,10.8299,million MMBtu
2025-12,90,Pacific,98,Electric Power,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,98,Electric Power,WOO,waste oil and other oils,87.70267,thousand barrels,.38384,million MMBtu
2025-12,90,Pacific,98,Electric Power,WWW,wood and wood wastes,0,thousand physical units,2.79058,million MMBtu
2025-12,90,Pacific,99,All Sectors,ALL,all fuels,0,thousand physical units,180.80611,million MMBtu
2025-12,90,Pacific,99,All Sectors,AOR,all renewables,0,thousand physical units,30.97333,million MMBtu
2025-12,90,Pacific,99,All Sectors,BIO,biomass,4810.82,thousand physical units,6.98051,million MMBtu
2025-12,90,Pacific,99,All Sectors,BIS,bituminous coal and synthetic coal,3.994,thousand short tons,.09423,million MMBtu
2025-12,90,Pacific,99,All Sectors,BIT,bituminous coal,3.994,thousand short tons,.09423,million MMBtu
2025-12,90,Pacific,99,All Sectors,COL,"coal, excluding waste coal",124.819,thousand short tons,2.03095,million MMBtu
2025-12,90,Pacific,99,All Sectors,COW,all coal products,124.819,thousand short tons,2.03095,million MMBtu
2025-12,90,Pacific,99,All Sectors,DFO,distillate fuel oil,426.051,thousand short tons,2.40663,million MMBtu
2025-12,90,Pacific,99,All Sectors,FOS,fossil fuels,0,thousand physical units,78.42718,million MMBtu
2025-12,90,Pacific,99,All Sectors,GEO,geothermal,0,thousand physical units,3.21015,million MMBtu
2025-12,90,Pacific,99,All Sectors,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,90,Pacific,99,All Sectors,HYC,conventional hydroelectric,0,thousand physical units,45.053,million MMBtu
2025-12,90,Pacific,99,All Sectors,LFG,landfill gas,3585.537,thousand physical units,1.59666,million MMBtu
2025-12,90,Pacific,99,All Sectors,LIG,lignite coal,43.223,thousand short tons,.64705,million MMBtu
2025-12,90,Pacific,99,All Sectors,MLG,municiapl landfill gas,0,thousand physical units,1.94069,million MMBtu
2025-12,90,Pacific,99,All Sectors,MSB,biogenic municipal solid waste,44.555,thousand physical units,.34403,million MMBtu
2025-12,90,Pacific,99,All Sectors,NG,natural gas,64895.837,thousand Mcf,67.99789,million MMBtu
2025-12,90,Pacific,99,All Sectors,NGO,natural gas & other gases,65410.294,thousand Mcf,68.59073,million MMBtu
2025-12,90,Pacific,99,All Sectors,NUC,nuclear,0,thousand physical units,25.67511,million MMBtu
2025-12,90,Pacific,99,All Sectors,OB2,biomass,877.296,thousand physical units,.75151,million MMBtu
2025-12,90,Pacific,99,All Sectors,OBW,biomass,921.851,thousand physical units,1.09554,million MMBtu
2025-12,90,Pacific,99,All Sectors,OOG,other gases,514.457,thousand Mcf,.59285,million MMBtu
2025-12,90,Pacific,99,All Sectors,ORW,other renewables,0,thousand physical units,.75151,million MMBtu
2025-12,90,Pacific,99,All Sectors,OTH,other,1220.267,thousand physical units,.6775,million MMBtu
2025-12,90,Pacific,99,All Sectors,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,99,All Sectors,PEL,petroleum liquids,1321.63767,thousand barrels,7.8055,million MMBtu
2025-12,90,Pacific,99,All Sectors,PET,petroleum,1321.63767,thousand barrels,7.8055,million MMBtu
2025-12,90,Pacific,99,All Sectors,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,99,All Sectors,REN,renewable,4810.82,thousand physical units,76.02633,million MMBtu
2025-12,90,Pacific,99,All Sectors,RFO,residual fuel oil,794.406,thousand short tons,4.95156,million MMBtu
2025-12,90,Pacific,99,All Sectors,SPV,solar photovoltaic,0,thousand physical units,9.11892,million MMBtu
2025-12,90,Pacific,99,All Sectors,STH,solar thermal,0,thousand physical units,.80832,million MMBtu
2025-12,90,Pacific,99,All Sectors,SUB,subbituminous coal,77.602,thousand short tons,1.28967,million MMBtu
2025-12,90,Pacific,99,All Sectors,SUN,solar,0,thousand physical units,9.92724,million MMBtu
2025-12,90,Pacific,99,All Sectors,WAS,renewable waste products,0,thousand physical units,2.6922,million MMBtu
2025-12,90,Pacific,99,All Sectors,WND,wind,0,thousand physical units,10.85543,million MMBtu
2025-12,90,Pacific,99,All Sectors,WNT,onshore wind turbine,0,thousand physical units,10.85543,million MMBtu
2025-12,90,Pacific,99,All Sectors,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,90,Pacific,99,All Sectors,WOO,waste oil and other oils,101.18067,thousand barrels,.4473,million MMBtu
2025-12,90,Pacific,99,All Sectors,WWW,wood and wood wastes,0,thousand physical units,4.28831,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,ALL,all fuels,0,thousand physical units,4.5456,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,AOR,all renewables,0,thousand physical units,.03156,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,COL,"coal, excluding waste coal",47.336,thousand short tons,.70874,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,COW,all coal products,47.336,thousand short tons,.70874,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,DFO,distillate fuel oil,99.965,thousand short tons,.55317,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,AK,Alaska,1,Electric Utility,FOS,fossil fuels,0,thousand physical units,3.88792,million MMBtu
